year,holc_grade,N_samples
2020,A,12
2021,A,39
2022,A,3
1959,A,2
2016,A,1
2020,A,4
2022,A,2
1958,A,13
1959,A,14
1961,A,28
2017,A,1
2020,A,1
2009,A,10
2010,A,16
2011,A,6
2014,A,7
2016,A,23
2017,A,55
2018,A,6
2019,A,23
2020,A,78
2021,A,22
2022,A,2
2013,A,2
2015,A,1
2018,A,2
2019,A,6
2020,A,2
2021,A,3
2022,A,1
2019,A,1
2020,A,1
2021,A,1
2022,A,1
2009,A,3
2011,A,34
2012,A,1
2013,A,138
2014,A,31
2015,A,20
2016,A,22
2017,A,136
2018,A,100
2019,A,72
2020,A,137
2021,A,41
2022,A,5
2006,A,9
2007,A,13
2011,A,7
2012,A,8
2013,A,12
2014,A,110
2015,A,11
2016,A,14
2017,A,4
2018,A,3
2019,A,10
2020,A,14
2021,A,133
2022,A,5
2000,A,12
2001,A,10
2002,A,19
2005,A,8
2006,A,21
2008,A,19
2009,A,17
2015,A,2
2019,A,15
2020,A,16
2021,A,16
1960,A,7
1963,A,5
1968,A,19
1972,A,1
1974,A,27
1977,A,1
1978,A,2
1979,A,1
1980,A,50
1983,A,12
1984,A,11
1985,A,30
1986,A,4
1987,A,38
1988,A,5
1989,A,28
1990,A,24
1991,A,13
1992,A,57
1993,A,29
1994,A,38
1995,A,39
1996,A,12
1998,A,4
2000,A,2
2002,A,11
2003,A,4
2004,A,24
2005,A,28
2006,A,17
2007,A,78
2008,A,895
2009,A,284
2010,A,387
2011,A,247
2012,A,210
2013,A,43
2014,A,357
2015,A,746
2016,A,846
2017,A,1604
2018,A,2293
2019,A,929
2020,A,4287
2021,A,3638
2022,A,65
2004,A,1
2014,A,12
2017,A,4
2018,A,125
2019,A,34
2020,A,24
2021,A,530
2022,A,2
2014,A,13
2015,A,36
2016,A,46
2017,A,55
2018,A,44
2019,A,21
2020,A,229
2021,A,240
2022,A,1
2014,A,27
2015,A,4
2016,A,11
2017,A,16
2018,A,29
2019,A,17
2020,A,57
2021,A,21
2022,A,18
1946,A,1
1990,A,1
1992,A,3
1996,A,1
1999,A,1
2004,A,216
2005,A,286
2006,A,2
2007,A,1359
2008,A,535
2009,A,439
2010,A,32
2011,A,36
2012,A,61
2013,A,14
2014,A,333
2015,A,854
2016,A,226
2017,A,418
2018,A,112
2019,A,35
2020,A,500
2021,A,219
2022,A,12
1936,A,1
1937,A,4
1938,A,1
1946,A,1
1961,A,2
1962,A,1
1963,A,1
1964,A,1
1991,A,1
1992,A,1
1995,A,1
2002,A,1
2003,A,59
2007,A,47
2008,A,354
2009,A,14
2010,A,277
2011,A,304
2012,A,803
2013,A,427
2014,A,782
2015,A,291
2016,A,219
2017,A,156
2018,A,177
2019,A,189
2020,A,764
2021,A,1209
2022,A,143
2017,B,1
2020,B,1
2021,B,1
2008,B,1
2012,B,1
2013,B,22
2016,B,6
2017,B,6
2018,B,39
2019,B,5
2020,B,8
2021,B,24
2022,B,8
2015,B,3
2017,B,12
2019,B,8
2020,B,6
2021,B,7
2022,B,4
1983,B,1
2002,B,1
2008,B,3
2013,B,12
2014,B,1
2016,B,1
2017,B,6
2018,B,9
2019,B,35
2020,B,53
2021,B,144
2022,B,23
2017,B,1
2018,B,1
2019,B,2
2021,B,6
2022,B,3
1981,B,1
1986,B,1
2010,B,2
2014,B,27
2015,B,1
2017,B,2
2018,B,2
2020,B,2
2021,B,9
2022,B,1
2013,B,1
2017,B,1
2019,B,1
2020,B,1
2021,B,6
2022,B,6
2011,B,7
2013,B,1
2014,B,4
2015,B,1
2017,B,1
2019,B,1
2020,B,23
2021,B,6
2017,B,1
2019,B,187
2020,B,1441
2021,B,123
2022,B,8
2016,B,42
2018,B,2
2022,B,2
2021,B,1
2007,B,1
2011,B,11
2012,B,1
2016,B,2
2018,B,12
2019,B,7
2020,B,1
2022,B,1
1993,B,13
1998,B,31
1999,B,98
2000,B,24
2001,B,25
2002,B,41
2003,B,10
2007,B,52
2008,B,121
2009,B,1
2010,B,2
2011,B,9
2013,B,1
2014,B,3
2015,B,13
2016,B,1
2017,B,4
2018,B,47
2019,B,31
2020,B,20
2021,B,35
2022,B,3
2017,B,1
2019,B,2
2020,B,1
1932,B,1
2017,B,2
2018,B,16
2019,B,2
2020,B,4
2021,B,3
2022,B,3
2018,B,2
2020,B,1
2022,B,1
1989,B,1
2016,B,1
2020,B,1
2021,B,1
1994,B,4
1996,B,6
1997,B,1
1999,B,1
2014,B,4
2015,B,14
2020,B,9
2021,B,4
2022,B,1
2013,B,1
2014,B,64
2015,B,59
2016,B,53
2017,B,194
2018,B,296
2019,B,325
2020,B,255
2021,B,107
2022,B,2
2004,B,29
2019,B,7
2020,B,1
2021,B,4
1939,B,2
1968,B,3
1979,B,4
1986,B,1
1999,B,15
2001,B,73
2003,B,2
2005,B,10
2007,B,3
2008,B,14
2009,B,119
2010,B,164
2011,B,48
2012,B,13
2013,B,49
2014,B,142
2015,B,31
2016,B,39
2017,B,123
2018,B,162
2019,B,268
2020,B,770
2021,B,542
2022,B,11
1970,B,1
1973,B,6
1980,B,1
1982,B,11
1983,B,13
1992,B,91
1999,B,34
2010,B,889
2012,B,113
2013,B,115
2014,B,142
2015,B,218
2016,B,506
2017,B,122
2018,B,302
2019,B,201
2020,B,1763
2021,B,1754
2022,B,21
2020,B,3
2017,B,3
2018,B,2
2019,B,1
2020,B,40
1982,B,1
1999,B,8
2001,B,21
2002,B,14
2003,B,28
2005,B,1
2007,B,1
2010,B,1
2014,B,1
2016,B,15
2017,B,6
2018,B,5
2019,B,2
2020,B,35
2021,B,39
2022,B,8
2000,B,5
2013,B,2
2014,B,85
2019,B,1
2020,B,5
2021,B,1
2022,B,1
1984,B,2
2005,B,3
2013,B,2
2014,B,1
2015,B,32
2017,B,19
2018,B,1
2019,B,48
2020,B,12
2021,B,39
2013,B,1
2018,B,13
2019,B,8
2020,B,3
2021,B,21
2022,B,3
1944,B,1
1989,B,1
1992,B,1
1993,B,3
1998,B,17
1999,B,1
2001,B,1
2007,B,20
2009,B,8
2013,B,2
2015,B,3
2016,B,33
2017,B,70
2018,B,44
2019,B,56
2020,B,145
2021,B,10
2022,B,16
1955,B,1
2004,B,39
2005,B,102
2006,B,96
2007,B,53
2013,B,1
2018,B,157
2019,B,34
2020,B,46
2021,B,90
2022,B,10
2014,B,1
2015,B,3
2016,B,4
2017,B,3
2018,B,3
2019,B,177
2020,B,27
2021,B,204
2022,B,28
1984,B,1
1988,B,1
1995,B,1
2000,B,4
2007,B,16
2008,B,72
2009,B,48
2010,B,1
2012,B,96
2013,B,61
2014,B,114
2015,B,12
2016,B,42
2017,B,436
2018,B,780
2019,B,578
2020,B,560
2021,B,545
2022,B,37
1999,B,43
2009,B,25
2010,B,1
2015,B,66
2016,B,5
2017,B,1
2018,B,3
2019,B,2
2020,B,11
2021,B,9
2022,B,5
2017,B,1
2018,B,1
2019,B,2
2020,B,11
2021,B,15
2022,B,2
1988,B,1
2011,B,63
2012,B,28
2013,B,30
2014,B,15
2015,B,5
2016,B,1
2017,B,34
2018,B,5
2019,B,4
2020,B,9
2021,B,11
2022,B,4
1986,B,11
1992,B,1
2015,B,1
2018,B,1
2019,B,3
2020,B,6
2021,B,3
2022,B,1
2017,B,1
2018,B,2
2019,B,1
2020,B,19
2022,B,2
1956,B,1
2013,B,7
2015,B,2
2017,B,28
2018,B,34
2020,B,88
2021,B,143
2022,B,1
1975,B,1
1998,B,8
1999,B,19
2000,B,9
2003,B,29
2004,B,18
2005,B,9
2009,B,1
2012,B,1
2014,B,24
2015,B,13
2016,B,1
2017,B,3
2018,B,2
2019,B,4
2020,B,2
2021,B,9
2022,B,3
2007,B,1
2013,B,18
2014,B,14
2015,B,12
2016,B,21
2017,B,16
2018,B,39
2019,B,75
2020,B,156
2021,B,310
2022,B,4
1990,B,2
2013,B,1
2017,B,1
2018,B,1
2019,B,13
2020,B,23
2021,B,86
2022,B,6
1984,B,2
1985,B,1
1998,B,1
2007,B,1
2009,B,1
2013,B,1
2014,B,6
2015,B,32
2016,B,307
2017,B,285
2018,B,467
2019,B,228
2020,B,631
2021,B,520
2022,B,6
1932,B,1
1933,B,1
1942,B,1
1944,B,1
1975,B,1
1976,B,2
1977,B,1
1983,B,1
1987,B,1
1990,B,4
1991,B,1
1992,B,4
1993,B,3
1994,B,2
1995,B,1
1996,B,2
1998,B,2
1999,B,128
2000,B,44
2001,B,165
2002,B,45
2003,B,15
2004,B,20
2005,B,50
2006,B,120
2007,B,180
2008,B,81
2009,B,90
2010,B,265
2011,B,500
2012,B,56
2013,B,210
2014,B,413
2015,B,1204
2016,B,1170
2017,B,173
2018,B,240
2019,B,228
2020,B,297
2021,B,1244
2022,B,39
2013,B,18
2014,B,32
2015,B,4
2017,B,38
2018,B,124
2019,B,11
2020,B,11
2021,B,114
2022,B,9
2013,B,361
2015,B,50
2016,B,82
2017,B,20
2018,B,72
2019,B,82
2020,B,135
2021,B,300
2022,B,33
1933,B,1
1934,B,1
2003,B,1
2008,B,20
2009,B,5
2010,B,29
2011,B,17
2012,B,39
2013,B,47
2014,B,21
2015,B,14
2016,B,31
2017,B,41
2018,B,30
2019,B,17
2020,B,15
2021,B,75
2022,B,15
1981,B,8
1989,B,1
2000,B,20
2001,B,38
2002,B,13
2003,B,9
2006,B,7
2007,B,51
2008,B,18
2009,B,32
2013,B,19
2014,B,131
2015,B,1
2016,B,32
2017,B,67
2018,B,82
2019,B,12
2020,B,175
2021,B,156
2022,B,3
1975,B,5
1990,B,1
1997,B,1
2008,B,2
2011,B,23
2012,B,3
2013,B,29
2014,B,9
2015,B,5
2016,B,77
2017,B,35
2018,B,43
2019,B,6
2020,B,112
2021,B,540
2022,B,17
2001,B,1
2004,B,4
2006,B,4
2010,B,22
2011,B,28
2012,B,47
2013,B,138
2014,B,40
2015,B,10
2016,B,35
2017,B,49
2018,B,149
2019,B,201
2020,B,312
2021,B,322
2022,B,22
1964,B,5
2003,B,2
2010,B,1
2012,B,8
2013,B,10
2014,B,1
2015,B,15
2016,B,1
2017,B,57
2018,B,104
2019,B,19
2020,B,29
2021,B,27
2022,B,11
1978,B,10
1988,B,1
1992,B,1
2001,B,14
2002,B,8
2003,B,30
2004,B,113
2005,B,208
2006,B,903
2007,B,711
2008,B,1282
2009,B,1289
2010,B,4801
2011,B,5306
2012,B,1675
2013,B,739
2014,B,405
2015,B,730
2016,B,682
2017,B,906
2018,B,1216
2019,B,210
2020,B,79
2021,B,297
2022,B,87
2004,B,209
2005,B,2
2006,B,2
2007,B,71
2008,B,179
2009,B,1058
2010,B,4492
2011,B,4133
2012,B,1433
2013,B,384
2014,B,176
2015,B,103
2016,B,353
2017,B,485
2018,B,754
2019,B,460
2020,B,137
2021,B,159
2022,B,10
2006,B,21
2008,B,1
2009,B,4
2010,B,10
2011,B,37
2013,B,16
2014,B,6
2015,B,5
2017,B,4
2018,B,49
2019,B,38
2020,B,321
2021,B,962
2022,B,19
2009,B,26
2010,B,86
2011,B,2
2012,B,10
2013,B,105
2014,B,123
2015,B,42
2016,B,73
2017,B,46
2018,B,135
2019,B,29
2020,B,42
2021,B,106
2022,B,23
1975,B,1
2010,B,2
2011,B,14
2012,B,41
2013,B,64
2014,B,17
2015,B,1
2016,B,42
2017,B,1
2018,B,30
2019,B,6
2020,B,1
2021,B,22
2022,B,17
2010,B,4
2016,B,1
2017,B,9
2018,B,2
2019,B,1
2020,B,12
2021,B,21
2022,B,4
2006,B,2
2007,B,22
2009,B,170
2010,B,56
2011,B,20
2012,B,296
2013,B,450
2014,B,1254
2015,B,1787
2016,B,2613
2017,B,4664
2018,B,5257
2019,B,3652
2020,B,5424
2021,B,5396
2010,B,1
2016,B,5
2017,B,4
2018,B,4
2019,B,5
2020,B,3
2021,B,1
1947,B,1
2006,B,1
2008,B,13
2011,B,1
2012,B,1
2013,B,1
2014,B,71
2015,B,627
2016,B,173
2017,B,404
2018,B,464
2019,B,1864
2020,B,1558
2021,B,2699
2022,B,152
2010,B,144
2014,B,9
2016,B,2
2017,B,2
2018,B,4
2019,B,9
2020,B,9
2021,B,6
2022,B,7
1998,B,2
2006,B,4
2007,B,5
2009,B,3
2010,B,49
2011,B,16
2012,B,145
2013,B,52
2014,B,1
2015,B,28
2016,B,33
2017,B,2
2018,B,12
2019,B,5
2020,B,50
2021,B,82
2022,B,7
2019,B,2
2020,B,2
2021,B,8
2022,B,3
1998,B,11
1999,B,13
2000,B,59
2001,B,8
2002,B,63
2003,B,1
2004,B,6
2005,B,101
2006,B,127
2007,B,156
2008,B,76
2009,B,53
2010,B,6
2011,B,67
2012,B,35
2013,B,176
2014,B,20
2015,B,64
2016,B,59
2017,B,59
2018,B,62
2019,B,117
2020,B,309
2021,B,236
2022,B,3
2014,B,14
2016,B,21
2017,B,2
2018,B,14
2019,B,203
2020,B,103
2021,B,93
2022,B,6
1973,B,3
1974,B,2
1975,B,1
1979,B,2
1982,B,1
1985,B,1
1987,B,32
1988,B,73
1989,B,48
1990,B,1
2005,B,1
2007,B,12
2008,B,57
2009,B,77
2011,B,11
2012,B,39
2013,B,167
2014,B,1
2015,B,57
2016,B,144
2017,B,486
2018,B,59
2019,B,252
2020,B,262
2021,B,336
2022,B,10
1981,B,16
1985,B,13
2010,B,10
2012,B,31
2013,B,35
2017,B,22
2018,B,15
2019,B,25
2020,B,22
2021,B,26
2022,B,6
2018,B,1
2020,B,28
2021,B,2
1967,B,19
1968,B,8
1969,B,1
1976,B,1
1984,B,2
1986,B,1
1989,B,1
1997,B,1
2001,B,1
2006,B,6
2014,B,3
2015,B,21
2016,B,5
2017,B,25
2018,B,17
2019,B,8
2020,B,6
2021,B,11
2022,B,1
2019,B,1
2020,B,7
2021,B,31
2022,B,3
2014,B,1
2020,B,2
2021,B,10
1968,B,3
1979,B,1
1988,B,7
1994,B,1
1995,B,3
1998,B,1
1999,B,5
2002,B,21
2007,B,24
2009,B,6
2010,B,1
2011,B,12
2013,B,21
2014,B,47
2015,B,15
2016,B,79
2017,B,187
2018,B,142
2019,B,79
2020,B,113
2021,B,195
2022,B,7
1994,B,1
2008,B,1
2015,B,1
2017,B,31
2018,B,1
2020,B,11
2021,B,13
2022,B,1
2009,B,11
2015,B,20
2016,B,8
2018,B,49
2019,B,11
2020,B,38
2021,B,132
2022,B,3
1985,B,1
1996,B,2
2002,B,3
2003,B,1
2007,B,3
2008,B,2
2009,B,2
2010,B,6
2011,B,28
2012,B,11
2013,B,19
2014,B,2
2015,B,32
2016,B,25
2017,B,79
2018,B,371
2019,B,340
2020,B,161
2021,B,247
2022,B,8
2000,B,8
2006,B,6
2007,B,3
2008,B,10
2009,B,4
2013,B,1
2015,B,1
2016,B,1
2017,B,11
2018,B,6
2019,B,1
2020,B,4
2021,B,15
2022,B,15
2017,B,1
2021,B,1
2022,B,5
1956,B,2
1972,B,1
1978,B,1
1981,B,1
1982,B,1
1983,B,1
1984,B,1
1986,B,1
1987,B,2
1992,B,1
1993,B,2
1994,B,3
1995,B,17
1999,B,1
2000,B,6
2001,B,4
2002,B,3
2003,B,1
2010,B,1
2012,B,8
2013,B,23
2014,B,24
2015,B,23
2016,B,102
2017,B,305
2018,B,10
2019,B,43
2020,B,65
2021,B,129
2022,B,5
2015,B,12
2016,B,1
2017,B,78
2018,B,21
2019,B,11
2020,B,19
2021,B,38
2022,B,2
2007,B,5
2009,B,1
2014,B,2
2015,B,54
2016,B,1
2017,B,10
2018,B,16
2019,B,2
2020,B,4
2021,B,5
2022,B,4
2015,B,1
2017,B,1
2018,B,1
2020,B,1
2021,B,2
2007,B,13
2008,B,1
2009,B,2
2014,B,8
2016,B,2
2018,B,1
2020,B,3
2021,B,17
2004,B,18
2005,B,20
2006,B,22
2007,B,40
2008,B,32
2009,B,12
2017,B,6
2019,B,6
2020,B,3
2021,B,3
2022,B,1
2010,B,1
2013,B,2
2016,B,1
2017,B,1
2018,B,6
2019,B,3
2020,B,14
2021,B,20
2022,B,3
1943,B,1
2010,B,19
2013,B,2
2014,B,2
2015,B,13
2016,B,10
2017,B,29
2018,B,12
2019,B,7
2020,B,81
2021,B,69
2022,B,10
2017,B,87
2018,B,9
2019,B,151
2020,B,226
2021,B,46
2022,B,1
2013,B,1
2016,B,5
2017,B,2
2018,B,2
2019,B,4
2020,B,13
2021,B,11
2022,B,1
2015,B,5
2017,B,1
2018,B,23
2019,B,15
2020,B,2
2021,B,2
2022,B,1
1952,B,1
1960,B,2
1961,B,2
1968,B,3
1969,B,4
1971,B,4
1983,B,1
1988,B,4
1991,B,1
1994,B,2
2003,B,1
2017,B,2
2018,B,1
2019,B,17
2020,B,9
2021,B,41
2022,B,4
1968,B,1
1980,B,1
2010,B,18
2011,B,44
2012,B,151
2013,B,38
2014,B,217
2015,B,653
2016,B,29
2017,B,115
2018,B,107
2019,B,250
2020,B,46
2021,B,75
2022,B,13
1939,B,1
1963,B,2
1981,B,1
2009,B,7
2012,B,19
2013,B,39
2014,B,98
2015,B,5
2016,B,1
2017,B,10
2018,B,9
2019,B,17
2020,B,11
2021,B,150
2022,B,10
2002,B,10
2010,B,3
2013,B,1
2014,B,1
2015,B,8
2016,B,2
2017,B,17
2018,B,46
2019,B,8
2020,B,17
2021,B,131
2022,B,2
2013,B,42
2014,B,1
2015,B,13
2017,B,4
2018,B,42
2020,B,2
2021,B,7
2011,B,21
2013,B,15
2015,B,30
2016,B,36
2017,B,55
2018,B,73
2019,B,31
2020,B,39
2021,B,199
2022,B,3
2009,B,2
2013,B,1
2014,B,1
2016,B,23
2017,B,2
2018,B,3
2019,B,4
2020,B,3
2021,B,2
2022,B,1
1970,B,8
2012,B,52
2013,B,227
2014,B,74
2015,B,10
2016,B,12
2017,B,36
2018,B,58
2019,B,32
2020,B,86
2021,B,196
2022,B,6
1995,B,1
2010,B,50
2011,B,174
2012,B,62
2013,B,12
2015,B,7
2016,B,36
2017,B,48
2018,B,27
2019,B,30
2020,B,516
2021,B,313
2022,B,23
1958,B,1
1967,B,1
1976,B,4
1990,B,1
1998,B,1
1999,B,1
2000,B,3
2005,B,32
2006,B,13
2007,B,27
2008,B,44
2013,B,15
2014,B,535
2015,B,193
2016,B,152
2017,B,229
2018,B,539
2019,B,1197
2020,B,1529
2021,B,1827
2022,B,25
2006,B,1
2012,B,40
2013,B,26
2014,B,1
2015,B,1
2016,B,67
2017,B,3
2019,B,4
2020,B,12
2021,B,15
2022,B,7
2014,B,1
2016,B,1
2017,B,1
2018,B,7
2019,B,10
2020,B,9
2021,B,8
2022,B,5
2000,B,14
2001,B,9
2015,B,1
2016,B,1
2017,B,2
2018,B,1
2019,B,3
2020,B,14
2016,B,1
2017,B,1
2018,B,13
2020,B,1
2021,B,6
2015,B,3
2017,B,1
2018,B,1
2019,B,2
2020,B,2
2022,B,5
2017,B,4
2018,B,1
2019,B,1
2020,B,2
2021,B,13
2022,B,1
2015,B,1
2017,B,4
2018,B,43
2019,B,20
2020,B,1
2021,B,2
2022,B,4
1994,B,2
2017,B,2
2018,B,1
2019,B,1
2020,B,3
2021,B,1
2022,B,1
1932,B,5
1992,B,1
1994,B,4
1999,B,1
2008,B,35
2009,B,48
2010,B,29
2011,B,21
2012,B,46
2013,B,82
2014,B,1
2015,B,2
2016,B,26
2017,B,30
2018,B,105
2019,B,22
2020,B,97
2021,B,155
2022,B,21
2017,B,1
2018,B,54
2019,B,2
2020,B,2
2021,B,10
2020,B,4
2021,B,7
2020,B,1
2021,B,2
2022,B,1
2012,B,56
2013,B,55
2014,B,272
2015,B,36
2016,B,18
2017,B,2
2018,B,29
2019,B,32
2020,B,46
2021,B,100
2022,B,3
2015,B,1
2018,B,1
2019,B,32
2021,B,2
1976,B,1
1978,B,1
1981,B,2
1985,B,1
1990,B,4
1991,B,4
1993,B,1
1994,B,4
1995,B,1
1996,B,9
1998,B,31
1999,B,43
2000,B,78
2001,B,34
2002,B,3
2003,B,24
2004,B,15
2007,B,16
2008,B,46
2009,B,15
2012,B,22
2013,B,74
2014,B,46
2015,B,52
2016,B,97
2017,B,37
2018,B,44
2019,B,69
2020,B,151
2021,B,75
2022,B,8
2015,B,1
2016,B,2
2018,B,1
2019,B,1
2020,B,5
2021,B,7
2022,B,9
2016,B,41
2018,B,23
2019,B,1
2011,B,1
2013,B,1
2016,B,12
2017,B,27
2018,B,71
2019,B,34
2020,B,19
2021,B,165
1996,B,23
2007,B,8
2009,B,71
2010,B,38
2011,B,12
2012,B,10
2013,B,6
2014,B,16
2015,B,10
2016,B,13
2017,B,73
2018,B,68
2019,B,52
2020,B,39
2021,B,131
2022,B,11
1996,B,1
2010,B,30
2011,B,34
2012,B,37
2013,B,4
2014,B,3
2015,B,1
2017,B,1
2018,B,17
2019,B,11
2020,B,2
2021,B,3
2022,B,7
1990,B,1
2015,B,1
2016,B,1
2017,B,1
2018,B,22
2019,B,11
2020,B,6
2021,B,17
2022,B,1
1996,B,1
2002,B,1
2005,B,1
2010,B,2
2011,B,1
2012,B,5
2013,B,18
2014,B,18
2015,B,13
2016,B,31
2017,B,14
2018,B,37
2019,B,48
2020,B,16
2021,B,26
2022,B,14
2012,B,5
2013,B,1
2015,B,2
2016,B,3
2017,B,6
2018,B,5
2019,B,8
2020,B,10
2021,B,14
2022,B,11
2010,B,1
2011,B,1
2012,B,10
2014,B,5
2015,B,1
2017,B,1
2018,B,3
2019,B,13
2020,B,6
2021,B,7
2022,B,3
2016,B,3
2017,B,10
2018,B,9
2019,B,22
2020,B,17
2021,B,54
2022,B,1
1975,C,1
1984,C,2
1985,C,1
1994,C,1
1999,C,2
2000,C,1
2001,C,1
2003,C,1
2007,C,13
2008,C,23
2009,C,10
2011,C,1
2014,C,1
2016,C,1
2019,C,2
2020,C,5
2021,C,2
1995,C,1
1999,C,40
2000,C,39
2001,C,89
2002,C,38
2003,C,15
2004,C,12
2007,C,3
2008,C,5
2011,C,17
2012,C,15
2013,C,80
2014,C,27
2015,C,8
2016,C,56
2017,C,102
2018,C,180
2019,C,85
2020,C,1553
2021,C,218
2022,C,22
1972,C,7
1977,C,1
1990,C,5
1996,C,1
1998,C,1
2007,C,5
2008,C,1
2010,C,3
2011,C,336
2012,C,392
2013,C,912
2014,C,775
2015,C,270
2016,C,304
2017,C,196
2018,C,515
2019,C,703
2020,C,439
2021,C,639
2022,C,40
2012,C,4
2017,C,16
2018,C,16
2019,C,32
2020,C,865
2021,C,438
2022,C,1
2019,C,1
2020,C,1
2021,C,1
1933,C,1
2006,C,1
2010,C,1
2017,C,7
2018,C,2
2020,C,1
2021,C,5
2017,C,1
2018,C,3
2019,C,2
2020,C,43
2021,C,41
1961,C,16
1963,C,58
1979,C,1
1995,C,1
1997,C,1
2005,C,3
2006,C,26
2008,C,15
2009,C,25
2010,C,10
2011,C,4
2013,C,1
2016,C,6
2017,C,10
2018,C,5
2019,C,1
2020,C,16
2021,C,16
2022,C,2
1933,C,2
1934,C,1
1962,C,3
1963,C,2
1964,C,3
2001,C,11
2004,C,9
2013,C,1
2018,C,2
2019,C,9
2020,C,1
2021,C,6
1938,C,1
1948,C,1
1966,C,1
1974,C,1
1976,C,1
1978,C,2
1980,C,2
1981,C,5
1982,C,3
1984,C,2
1985,C,1
1996,C,1
1999,C,1
2000,C,16
2001,C,2
2003,C,41
2004,C,78
2005,C,21
2006,C,9
2007,C,25
2008,C,26
2009,C,27
2011,C,2
2012,C,17
2013,C,61
2014,C,5
2015,C,11
2016,C,2
2017,C,31
2018,C,25
2019,C,30
2020,C,24
2021,C,53
2022,C,4
2000,C,2
2002,C,2
2003,C,1
2004,C,2
2005,C,2
2006,C,10
2007,C,1
2008,C,1
2009,C,1
2010,C,33
2011,C,9
2012,C,450
2013,C,36
2014,C,110
2015,C,14
2016,C,65
2017,C,73
2018,C,44
2019,C,11
2020,C,125
2021,C,39
2022,C,3
1991,C,1
2003,C,6
2009,C,7
2012,C,1
2015,C,13
2016,C,3
2017,C,4
2019,C,1
2020,C,6
2021,C,15
2022,C,5
2016,C,1
2019,C,2
2015,C,1
2019,C,3
2020,C,18
2021,C,2
2022,C,2
1933,C,12
1934,C,5
1981,C,5
1988,C,3
1990,C,2
2001,C,6
2005,C,18
2007,C,3
2015,C,12
2016,C,7
2017,C,23
2018,C,100
2019,C,34
2020,C,34
2021,C,927
2022,C,11
1994,C,1
2009,C,1
2013,C,13
2014,C,208
2015,C,49
2016,C,53
2017,C,97
2018,C,69
2019,C,44
2020,C,80
2021,C,17
2022,C,1
1989,C,1
1994,C,1
1996,C,2
2000,C,102
2001,C,5
2002,C,29
2003,C,8
2004,C,37
2006,C,15
2007,C,57
2008,C,21
2009,C,7
2010,C,10
2011,C,2
2012,C,5
2013,C,48
2014,C,25
2015,C,6
2016,C,15
2017,C,35
2018,C,9
2019,C,28
2020,C,44
2021,C,145
2022,C,6
2014,C,13
2015,C,1
2017,C,53
2018,C,15
2019,C,13
2020,C,20
2021,C,28
2011,C,17
2012,C,37
2013,C,27
2014,C,7
2015,C,18
2016,C,36
2017,C,29
2018,C,10
2019,C,11
2020,C,2
2021,C,9
2022,C,3
2016,C,3
2017,C,3
2018,C,4
2019,C,5
2020,C,12
2021,C,4
2022,C,1
2013,C,1
2015,C,2
2017,C,2
2018,C,9
2019,C,19
2020,C,27
2021,C,241
2022,C,8
1945,C,2
1947,C,3
1948,C,19
1949,C,12
1950,C,4
1965,C,1
2001,C,3
2003,C,1
2007,C,7
2008,C,10
2009,C,1
2012,C,1
2013,C,4
2015,C,18
2016,C,95
2017,C,29
2018,C,123
2019,C,51
2020,C,122
2021,C,88
2022,C,17
1985,C,5
2011,C,5
2012,C,12
2014,C,4
2015,C,10
2016,C,58
2017,C,2
2018,C,1
2019,C,14
2020,C,6
2021,C,3
2022,C,2
2013,C,1
2014,C,2
2015,C,5
2016,C,4
2017,C,5
2018,C,5
2019,C,7
2020,C,11
2021,C,12
2022,C,3
1982,C,1
2000,C,24
2007,C,7
2008,C,7
2009,C,19
2010,C,17
2015,C,1
2016,C,6
2017,C,4
2018,C,40
2019,C,18
2020,C,12
2021,C,19
2022,C,9
2009,C,1
2013,C,2
2014,C,22
2015,C,6
2016,C,4
2017,C,8
2018,C,15
2019,C,39
2020,C,13
2021,C,16
2022,C,38
2013,C,1
2016,C,1
2017,C,2
2018,C,1
2019,C,1
2020,C,15
2021,C,25
2022,C,3
1932,C,1
1933,C,4
1934,C,1
1935,C,2
1937,C,1
1938,C,2
1945,C,1
1948,C,2
1954,C,1
1955,C,5
1956,C,1
1958,C,1
1959,C,2
1960,C,1
1961,C,1
1962,C,88
1963,C,1
1964,C,3
1965,C,1
1966,C,2
1967,C,7
1973,C,1
1977,C,2
1981,C,2
1982,C,2
1984,C,1
1985,C,1
1986,C,2
1987,C,7
1988,C,6
1989,C,10
1990,C,54
1991,C,21
1992,C,11
1993,C,59
1994,C,43
1995,C,44
1996,C,27
1997,C,7
1998,C,19
1999,C,36
2000,C,16
2001,C,9
2002,C,29
2003,C,12
2004,C,9
2005,C,9
2006,C,12
2007,C,5
2009,C,1
2012,C,8
2013,C,11
2014,C,4
2015,C,11
2016,C,28
2017,C,39
2018,C,8
2019,C,12
2020,C,5
2021,C,16
2022,C,4
2013,C,6
2015,C,1
2016,C,1
2017,C,49
2018,C,27
2019,C,6
2020,C,28
2021,C,5
2022,C,5
1999,C,22
2000,C,23
2001,C,35
2009,C,21
2013,C,5
2014,C,2
2016,C,11
2017,C,4
2018,C,20
2019,C,33
2020,C,33
2021,C,77
2022,C,11
1938,C,11
1950,C,1
1955,C,3
1956,C,6
2007,C,1
2008,C,7
2009,C,4
2012,C,31
2013,C,1
2014,C,6
2016,C,7
2017,C,2
2018,C,15
2019,C,18
2020,C,39
2021,C,7
2022,C,12
2013,C,4
2016,C,3
2017,C,2
